New Stock Screen
2026-06-06

Ticker,Name,Last,Rank,MktCap,ccFIGI,PeriodDateQ,SectorCode,IndCode,Pr4W%Chg,SalesGr%TTM,EPSExclXorGr%TTM,PEExclXorTTM,ProjPECurFY,PEGLT,Yield,
BHVN,Biohaven Ltd.,10.80,46.33,1568.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
COUR,"Coursera, Inc.",5.47,46.30,1566.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
QCRH,"QCR Holdings, Inc.",93.54,46.28,1564.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LWLG,"Lightwave Logic, Inc.",10.14,46.25,1562.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AMBQ,"Ambiq Micro, Inc.",74.49,46.23,1560.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VPG,"Vishay Precision Group, Inc.",117.51,46.20,1560.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SLVM,Sylvamo Corp.,38.64,46.18,1560.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NWL,"Newell Brands, Inc.",3.72,46.15,1559.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AIP,"Arteris, Inc.",34.28,46.13,1558.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PVLA,"Palvella Therapeutics, Inc.",108.67,46.10,1555.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BY,"Byline Bancorp, Inc.",33.78,46.08,1549.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CNOB,"ConnectOne Bancorp, Inc.",30.66,46.05,1541.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NVAX,"Novavax, Inc.",9.49,46.03,1541.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CAPR,"Capricor Therapeutics, Inc.",26.71,46.00,1536.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LKFN,Lakeland Financial Corp. (Indiana),59.99,45.98,1531.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LINC,Lincoln Educational Services Corp.,47.99,45.95,1529.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WKC,World Kinect Corp.,29.83,45.93,1529.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DXC,DXC Technology Co.,9.01,45.90,1529.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LILAK,Liberty Latin America Ltd.,7.61,45.88,1529.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GENI,Genius Sports Ltd.,5.93,45.85,1519.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KW,"Kennedy-Wilson Holdings, Inc.",11.01,45.83,1518.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TRIN,"Trinity Capital, Inc.",16.88,45.80,1517.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SNDX,"Syndax Pharmaceuticals, Inc.",17.34,45.78,1507.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AMRC,"Ameresco, Inc.",28.46,45.75,1506.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RES,"RPC, Inc.",6.81,45.73,1502.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OBK,"Origin Bancorp, Inc.",48.06,45.70,1500.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SLSR,"Solaris Resources, Inc.",8.79,45.68,1500.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WGS,GeneDx Holdings Corp.,52.21,45.65,1499.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TNC,Tennant Co.,84.01,45.63,1499.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LZB,"La-Z-Boy, Inc.",36.33,45.60,1498.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BRAI,Braiin Ltd.,7.27,45.58,1498.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MAN,"ManpowerGroup, Inc.",32.30,45.55,1495.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WBTN,"WEBTOON Entertainment, Inc.",11.48,45.53,1494.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DCH,Dauch Corp.,6.32,45.50,1491.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PRGO,Perrigo Co. Plc,10.83,45.48,1490.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HLIT,"Harmonic, Inc.",13.27,45.45,1489.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
STAA,STAAR Surgical Co.,29.99,45.43,1486.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CBL,"CBL & Associates Properties, Inc.",48.43,45.40,1485.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
REX,REX American Resources Corp.,44.92,45.38,1484.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NRIX,"Nurix Therapeutics, Inc.",14.64,45.35,1484.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BLDP,"Ballard Power Systems, Inc.",4.92,45.33,1481.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SLS,"SELLAS Life Sciences Group, Inc.",8.23,45.30,1477.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BORR,Borr Drilling Ltd.,4.81,45.28,1476.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RBCAA,"Republic Bancorp, Inc. (Kentucky)",84.50,45.25,1475.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TRS,TriMas Corp.,39.17,45.23,1474.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SGML,Sigma Lithium Corp.,13.28,45.20,1470.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GHRS,GH Research PLC,21.43,45.18,1469.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AI,"C3.ai, Inc.",10.43,45.15,1468.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VIR,"Vir Biotechnology, Inc.",8.65,45.13,1458.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KARO,Karooooo Ltd.,47.12,45.10,1455.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FTRE,"Fortrea Holdings, Inc.",16.08,45.08,1455.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FMC,FMC Corp.,11.64,45.05,1454.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NOMD,Nomad Foods Ltd.,9.91,45.03,1453.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ELVR,Elevra Lithium Ltd.,75.34,45.00,1452.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GBX,"Greenbrier Cos., Inc.",46.89,44.98,1450.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KMPR,Kemper Corp.,24.75,44.96,1449.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MRTN,Marten Transport Ltd.,17.75,44.93,1446.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AAT,"American Assets Trust, Inc.",23.66,44.91,1446.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CSWC,Capital Southwest Corp,23.21,44.88,1442.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HLMN,Hillman Solutions Corp.,7.30,44.86,1441.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WLTH,Wealthfront Corp.,9.85,44.83,1440.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MBX,"MBX Biosciences, Inc.",30.28,44.81,1438.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WLDN,"Willdan Group, Inc.",97.21,44.78,1438.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ARI,"Apollo Commercial Real Estate Finance, Inc.",10.98,44.76,1437.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALNT,"Allient, Inc.",84.86,44.73,1437.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HCSG,"Healthcare Services Group, Inc.",20.37,44.71,1435.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KALV,"KalVista Pharmaceuticals, Inc.",26.95,44.68,1434.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ATAI,"Atai Beckley, Inc.",3.95,44.66,1434.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
JJSF,J&J Snack Foods Corp.,75.42,44.63,1432.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FOR,"Forestar Group, Inc.",28.18,44.61,1432.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PWP,Perella Weinberg Partners,15.48,44.58,1431.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EVTC,"EVERTEC, Inc.",22.34,44.56,1429.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IMCR,Immunocore Holdings plc,28.29,44.53,1427.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GIII,G-III Apparel Group Ltd.,33.71,44.51,1422.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ECVT,"Ecovyst, Inc.",12.85,44.48,1421.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AMLX,"Amylyx Pharmaceuticals, Inc.",13.32,44.46,1420.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NBR,Nabors Industries Ltd.,95.93,44.43,1419.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SVV,"Savers Value Village, Inc.",8.99,44.41,1415.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALMR,"Alamar Biosciences, Inc. (California)",20.54,44.38,1414.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AVBP,"Arrivent BioPharma, Inc.",30.35,44.36,1413.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LIND,"Lindblad Expeditions Holdings, Inc.",21.66,44.33,1413.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FDP,"Fresh Del Monte Produce, Inc.",29.52,44.31,1410.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ANAB,"AnaptysBio, Inc.",50.37,44.28,1410.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RYZ,Ryerson Holding Corp.,27.15,44.26,1408.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NEO,"NeoGenomics, Inc.",10.90,44.23,1408.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IDT,IDT Corp.,56.08,44.21,1406.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LAR,Lithium Argentina AG,8.63,44.18,1404.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
YSWY,"Yesway, Inc.",22.18,44.16,1401.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TRIP,"TripAdvisor, Inc.",11.86,44.13,1400.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AVAH,"Aveanna Healthcare Holdings, Inc.",6.68,44.11,1395.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PRG,"PROG Holdings, Inc.",35.25,44.08,1395.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SEPN,"Septerna, Inc.",31.15,44.06,1394.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DAO,"Youdao, Inc.",11.66,44.03,1394.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CRI,"Carter's, Inc.",38.19,44.01,1391.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WBI,WaterBridge Infrastructure LLC,29.44,43.98,1384.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GLUE,"Monte Rosa Therapeutics, Inc.",16.37,43.96,1382.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AEVA,"Aeva Technologies, Inc.",23.01,43.93,1382.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LOMA,Loma Negra Compañía Industrial Argentina SA,11.14,43.91,1378.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ATRC,"AtriCure, Inc.",27.10,43.88,1372.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ARLO,"Arlo Technologies, Inc.",12.80,43.86,1367.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GSHD,"Goosehead Insurance, Inc.",38.35,43.83,1365.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ULCC,"Frontier Group Holdings, Inc.",5.94,43.81,1364.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GSL,"Global Ship Lease, Inc.",38.13,43.78,1363.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ENOV,Enovis Corp.,23.78,43.76,1362.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HLX,"Helix Energy Solutions Group, Inc.",9.24,43.73,1359.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LEG,"Leggett & Platt, Inc.",10.01,43.71,1355.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DFH,"Dream Finders Homes, Inc.",14.60,43.68,1354.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ARDX,"Ardelyx, Inc.",5.56,43.66,1350.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RVLV,"Revolve Group, Inc.",18.88,43.63,1345.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NVGS,Navigator Holdings Ltd.,21.79,43.61,1344.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AHCO,AdaptHealth Corp.,9.89,43.58,1344.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MAZE,"Maze Therapeutics, Inc.",24.27,43.56,1340.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IRS,Irsa Inversiones Y Representaciones Sa,15.14,43.53,1340.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UVV,Universal Corp.,53.76,43.51,1339.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WINA,Winmark Corp.,377.59,43.48,1339.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ORC,"Orchid Island Capital, Inc.",6.65,43.46,1334.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NSP,"Insperity, Inc.",35.38,43.43,1333.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DOLE,Dole plc,14.01,43.41,1332.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WABC,Westamerica Bancorporation,56.58,43.38,1328.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ENR,"Energizer Holdings, Inc.",19.44,43.36,1327.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PBT,Permian Basin Royalty Trust,28.47,43.33,1326.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IART,Integra LifeSciences Holdings Corp.,16.99,43.31,1321.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALX,"Alexander's, Inc.",258.59,43.28,1320.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PRGS,Progress Software Corp.,31.36,43.26,1319.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CXM,"Sprinklr, Inc.",5.38,43.23,1315.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MSDL,Morgan Stanley Direct Lending Fund,15.15,43.21,1315.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IMTX,Immatics NV,9.79,43.18,1312.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PAHC,Phibro Animal Health Corp.,32.43,43.16,1310.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BCAX,"Bicara Therapeutics, Inc.",20.00,43.13,1309.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
URGN,UroGen Pharma Ltd.,26.85,43.11,1307.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TNDM,"Tandem Diabetes Care, Inc.",19.34,43.08,1306.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CCEC,Capital Clean Energy Carriers Corp.,22.21,43.06,1304.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WWW,"Wolverine World Wide, Inc.",15.90,43.03,1303.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PFBC,Preferred Bank (California),97.23,43.01,1302.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BLFS,"BioLife Solutions, Inc.",26.65,42.98,1302.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LADR,Ladder Capital Corp.,10.23,42.96,1301.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BLKB,"Blackbaud, Inc.",28.31,42.93,1300.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BHRB,Burke Herbert Financial Services Corp.,64.49,42.91,1299.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IPX,IperionX Ltd.,35.22,42.88,1298.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
YELP,"Yelp, Inc.",23.25,42.86,1298.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AFYA,Afya Ltd.,14.44,42.83,1297.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AMAL,Amalgamated Financial Corp.,42.42,42.81,1297.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UMH,"UMH Properties, Inc.",15.26,42.78,1297.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TWO,Two Harbors Investment Corp.,12.34,42.76,1296.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WLFC,Willis Lease Finance Corp.,183.96,42.73,1295.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ICFI,"ICF International, Inc.",69.88,42.71,1288.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BKSY,"Blacksky Technology, Inc.",34.76,42.68,1285.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MRVI,"Maravai Lifesciences Holdings, Inc.",5.02,42.66,1283.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CDRE,"Cadre Holdings, Inc.",30.01,42.63,1282.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WEN,The Wendy's Co.,6.71,42.61,1278.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
INBX,"Inhibrx Biosciences, Inc.",87.01,42.58,1276.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UMAC,"Unusual Machines, Inc.",26.70,42.56,1276.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KDK,"Kodiak AI, Inc.",6.38,42.53,1272.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ATLC,Atlanticus Holdings Corp.,84.10,42.51,1272.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TBLA,Taboola.com Ltd.,4.58,42.48,1271.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PRA,ProAssurance Corp.,24.71,42.46,1270.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LSPD,"Lightspeed Commerce, Inc.",9.24,42.43,1269.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DSGR,"Distribution Solutions Group, Inc.",27.41,42.41,1268.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MLTX,MoonLake Immunotherapeutics,17.90,42.38,1268.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PGEN,"Precigen, Inc.",3.58,42.36,1266.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DMRA,"Damora Therapeutics, Inc.",21.01,42.33,1265.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AOSL,Alpha & Omega Semiconductor Ltd.,42.01,42.31,1262.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PEBO,"Peoples Bancorp, Inc. (Ohio)",35.14,42.28,1262.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TMP,Tompkins Financial Corp.,87.41,42.26,1261.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ITRN,Ituran Location & Control Ltd.,63.05,42.23,1254.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ACDC,ProFrac Holding Corp.,6.93,42.21,1253.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TDOC,"Teladoc Health, Inc.",7.05,42.18,1251.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EDN,Empresa Distribuidora y Comercializadora Norte SA,25.76,42.16,1250.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GHM,Graham Corp.,107.10,42.13,1250.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FINV,FinVolution Group,4.93,42.11,1249.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ATEX,"Anterix, Inc.",66.64,42.08,1248.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NSSC,"Napco Security Technologies, Inc.",34.96,42.06,1246.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TTI,"TETRA Technologies, Inc.",9.29,42.03,1246.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PRSU,"Pursuit Attractions & Hospitality, Inc.",43.92,42.01,1242.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ARDT,"Ardent Health, Inc.",8.68,41.98,1241.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TBN,Tamboran Resources Corp.,35.57,41.96,1239.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ARRY,"Array Technologies, Inc.",8.09,41.93,1238.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HROW,"Harrow, Inc.",33.19,41.91,1235.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CMP,"Compass Minerals International, Inc.",29.63,41.88,1235.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RMIX,"Suncrete, Inc.",17.25,41.86,1235.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
XPEL,"XPEL, Inc.",44.56,41.83,1233.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
