New Stock Screen
2026-06-06

Ticker,Name,Last,Rank,MktCap,ccFIGI,PeriodDateQ,SectorCode,IndCode,Pr4W%Chg,SalesGr%TTM,EPSExclXorGr%TTM,PEExclXorTTM,ProjPECurFY,PEGLT,Yield,
FRBA,"First Bank (Hamilton, New Jersey)",15.98,23.90,401.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VHI,"Valhi, Inc.",14.19,23.88,401.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IBEX,IBEX Ltd.,29.94,23.85,401.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CMDB,Costamare Bulkers Holdings Ltd.,16.51,23.83,400.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ISTR,Investar Holding Corp.,29.03,23.80,399.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MAGN,Magnera Corp.,11.22,23.78,399.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CVEO,Civeo Corp.,34.61,23.75,398.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LSAK,"Lesaka Technologies, Inc.",4.76,23.73,398.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ANL,Adlai Nortye Ltd.,9.95,23.70,398.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MNPR,"Monopar Therapeutics, Inc.",59.48,23.68,397.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALMU,"Aeluma, Inc.",22.59,23.65,397.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NPAC,New Providence Acquisition Corp. III (Cayman Islands),10.35,23.63,397.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NC,"NACCO Industries, Inc.",53.21,23.60,396.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CCIX,Churchill Capital Corp. IX,10.80,23.58,395.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BXC,"BlueLinx Holdings, Inc.",50.30,23.55,395.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EPRX,"Eupraxia Pharmaceuticals, Inc.",5.95,23.53,395.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ATNI,"ATN International, Inc.",25.75,23.50,392.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TBRG,"TruBridge, Inc.",26.05,23.48,390.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TACO,Berto Acquisition Corp.,10.42,23.45,390.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
YEXT,"Yext, Inc.",3.89,23.43,389.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PLAY,"Dave & Buster's Entertainment, Inc.",11.20,23.40,389.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NOA,North American Construction Group Ltd.,13.74,23.38,388.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MBAV,M3-Brigade Acquisition V Corp.,10.81,23.35,388.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RDAG,Republic Digital Acquisition Co.,10.34,23.33,387.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MTLS,Materialise NV,6.56,23.30,387.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WENN,Wen Acquisition Corp.,10.29,23.28,386.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LZM,Lifezone Metals Ltd.,4.29,23.25,385.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AVBC,"Avidia Bancorp, Inc.",19.21,23.23,385.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FMAO,"Farmers & Merchants Bancorp, Inc. (Ohio)",28.09,23.20,385.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CMCL,Caledonia Mining Corp. Plc,19.95,23.18,385.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
REA,"Rare Earths Americas, Inc.",19.35,23.15,385.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LAND,Gladstone Land Corp.,9.27,23.13,384.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DIN,"Dine Brands Global, Inc.",29.44,23.10,384.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CLPT,"Clearpoint Neuro, Inc.",12.89,23.08,383.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GBLI,Global Indemnity Group LLC,26.67,23.05,382.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NEWT,"NewtekOne, Inc.",13.23,23.03,382.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MPTI,"M-tron Industries, Inc.",88.38,23.00,381.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MTRX,Matrix Service Co.,13.56,22.98,381.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RMNI,"Rimini Street, Inc.",4.15,22.95,380.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UPB,"Upstream Bio, Inc.",7.05,22.93,380.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CZNC,Citizens & Northern Corp.,21.35,22.90,379.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TSSI,"TSS, Inc.",13.38,22.88,379.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
QUAD,"Quad/Graphics, Inc.",7.45,22.85,379.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VMD,"Viemed Healthcare, Inc.",9.97,22.83,379.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FVRR,Fiverr International Ltd.,10.24,22.80,377.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OEC,Orion SA,6.72,22.78,377.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PLBC,Plumas Bancorp,54.18,22.75,375.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KNOP,KNOT Offshore Partners GP LLC,10.73,22.73,374.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PAYS,"PaySign, Inc.",6.79,22.70,374.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HACQ,HCM IV Acquisition Corp.,10.00,22.68,373.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GNE,Genie Energy Ltd.,13.96,22.65,372.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CEPT,"Cantor Equity Partners II, Inc.",12.14,22.63,371.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FRST,Primis Financial Corp.,15.00,22.60,370.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HVT,"Haverty Furniture Cos., Inc.",22.63,22.58,370.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CMCO,Columbus McKinnon Corp.,12.88,22.55,370.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SVCO,"Silvaco Group, Inc.",11.30,22.53,369.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DCTH,"Delcath Systems, Inc.",10.67,22.50,368.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FCRS,FutureCrest Acquisition Corp.,10.24,22.48,368.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GIW,GigCapital8 Corp.,10.05,22.45,366.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PKBK,"Parke Bancorp, Inc.",31.19,22.43,365.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HNST,"The Honest Co., Inc.",3.25,22.40,365.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FJET,"Starfighters Space, Inc.",8.30,22.38,364.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NEGG,"Newegg Commerce, Inc.",17.34,22.35,363.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FTW,Presidio Production Co.,12.39,22.33,363.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RNGR,"Ranger Energy Services, Inc.",15.43,22.30,363.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SAR,Saratoga Investment Corp.,22.36,22.28,361.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PCB,PCB Bancorp,25.20,22.25,361.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
XFOR,"X4 Pharmaceuticals, Inc.",3.83,22.23,361.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AIRS,"AirSculpt Technologies, Inc.",5.11,22.20,360.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CTRN,"Citi Trends, Inc.",43.06,22.18,359.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LND,BrasilAgro Cia Brasileira de Propriedades Agricolas,3.67,22.15,359.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SOPH,SOPHiA GENETICS SA,5.00,22.13,358.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CV,"CapsoVision, Inc.",7.19,22.10,358.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALLT,Allot Ltd.,7.39,22.08,358.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PBYI,"Puma Biotechnology, Inc.",7.03,22.05,357.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LWAY,"Lifeway Foods, Inc.",23.60,22.03,357.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CURR,"Currenc Group, Inc.",3.18,22.00,357.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PSFE,Paysafe Ltd.,6.90,21.98,356.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VNDA,"Vanda Pharmaceuticals, Inc.",6.03,21.95,356.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CCII,Cohen Circle Acquisition Corp. II,10.27,21.93,356.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IPCX,Inflection Point Acquisition Corp. III,10.32,21.90,355.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GASS,"StealthGas, Inc.",9.62,21.88,355.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BNED,"Barnes & Noble Education, Inc.",10.37,21.85,355.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BNTC,"Benitec Biopharma, Inc.",10.55,21.83,355.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MVBF,MVB Financial Corp.,27.86,21.80,354.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
QUIK,QuickLogic Corp.,20.00,21.78,354.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MGPI,"MGP Ingredients, Inc.",16.51,21.75,352.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ARCI,Archimedes Tech SPAC Partners III Co.,9.98,21.73,351.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NECB,"Northeast Community Bancorp, Inc.",25.00,21.70,350.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SMWB,SimilarWeb Ltd.,4.06,21.68,350.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SHMD,Schmid Group NV,5.05,21.65,350.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CION,CION Investment Corp.,6.72,21.63,350.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BKKT,"Bakkt, Inc.",7.83,21.60,349.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BDCI,BTC Development Corp.,10.05,21.58,349.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MTC,"MMTec, Inc.",3.50,21.55,348.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SENS,"Senseonics Holdings, Inc.",6.67,21.53,348.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BLZR,Trailblazer Acquisition Corp.,10.11,21.50,347.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DUOT,"Duos Technologies Group, Inc.",11.76,21.48,347.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NATR,"Nature's Sunshine Products, Inc.",19.79,21.45,346.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BCML,BayCom Corp.,31.77,21.43,346.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
STTK,"Shattuck Labs, Inc.",4.58,21.40,346.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HCMA,HCM III Acquisition Corp.,10.26,21.38,346.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ARTC,Art Technology Acquisition Corp.,9.92,21.35,345.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CATX,"Perspective Therapeutics, Inc.",3.03,21.33,345.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SOHU,Sohu.com Ltd.,13.24,21.30,345.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SSSS,SuRo Capital Corp.,13.74,21.28,345.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WSBF,"Waterstone Financial, Inc.",18.78,21.25,344.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ACCO,ACCO Brands Corp.,3.82,21.23,344.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CDZI,"Cadiz, Inc.",4.14,21.20,344.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
XPER,"Xperi, Inc.",7.42,21.18,343.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LXEO,"Lexeo Therapeutics, Inc.",4.37,21.15,343.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VOXR,Vox Royalty Corp.,5.04,21.13,342.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CHMG,Chemung Financial Corp.,71.03,21.10,340.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ARTNA,Artesian Resources Corp.,32.96,21.08,340.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
USCB,"USCB Financial Holdings, Inc.",18.79,21.05,340.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PSBD,Palmer Square Capital BDC Inc.,10.78,21.03,339.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AVIR,"Atea Pharmaceuticals, Inc.",4.25,21.00,337.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MLP,"Maui Land & Pineapple Co., Inc.",17.08,20.98,337.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NWFL,Norwood Financial Corp.,30.79,20.95,336.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PTOR,Praetorian Acquisition Corp.,9.92,20.93,336.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VACH,Voyager Acquisition Corp.,10.60,20.90,335.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WEYS,"Weyco Group, Inc.",35.08,20.88,334.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LRMR,"Larimar Therapeutics, Inc.",3.17,20.85,334.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HQ,Horizon Quantum Holdings Ltd.,10.51,20.83,334.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FNLC,"The First Bancorp, Inc. (Maine)",29.81,20.80,334.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PRE,Prenetics Global Ltd.,19.86,20.78,334.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FOA,"Finance of America Cos., Inc.",19.70,20.75,333.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BLUW,Blue Water Acquisition Corp. III,10.32,20.73,333.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BEAG,Bold Eagle Acquisition Corp.,10.63,20.70,332.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AII,"American Integrity Insurance Group, Inc.",17.00,20.68,332.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NCMI,"National CineMedia, Inc.",3.55,20.65,332.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PHOE,Phoenix Asia Holdings Ltd.,15.40,20.63,332.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIDU,"Sidus Space, Inc.",4.21,20.60,331.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RM,Regional Management Corp.,35.93,20.58,330.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
USNA,"USANA Health Sciences, Inc.",18.03,20.55,329.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TSBK,"Timberland Bancorp, Inc. (Washington)",41.59,20.53,328.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AVBH,"Avidbank Holdings, Inc.",31.17,20.50,328.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IRD,"Opus Genetics, Inc.",4.03,20.48,328.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CEPV,"Cantor Equity Partners V, Inc.",10.30,20.45,327.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FWRD,Forward Air Corp.,10.36,20.43,326.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GLSI,"Greenwich LifeSciences, Inc.",22.25,20.40,326.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PCAP,ProCap Acquisition Corp.,10.28,20.38,326.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AUNA,Auna SA,4.41,20.35,326.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SHIP,Seanergy Maritime Holdings Corp.,15.45,20.33,326.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VSTM,"Verastem, Inc.",3.71,20.30,325.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LE,"Lands' End, Inc.",10.66,20.28,325.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ATII,Archimedes Tech SPAC Partners II Co.,11.00,20.25,325.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AIRJ,AirJoule Technologies Corp.,4.87,20.23,325.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ENTA,"Enanta Pharmaceuticals, Inc.",11.28,20.20,325.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IONR,ioneer Ltd.,4.03,20.18,324.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RTAC,Renatus Tactical Acquisition Corp. I,10.42,20.15,324.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FBRX,"Forte Biosciences, Inc.",16.52,20.13,323.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
STRT,STRATTEC Security Corp.,77.31,20.10,323.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DRDB,Roman DBDR Acquisition Corp. II,10.54,20.08,323.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VACI,Viking Acquisition Corp. I,10.30,20.05,322.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MSB,Mesabi Trust,24.59,20.03,322.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ZURA,Zura Bio Ltd.,3.40,20.00,322.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PINE,"Alpine Income Property Trust, Inc.",19.66,19.98,322.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PMTR,Perimeter Acquisition Corp. I,10.44,19.96,321.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LTBR,Lightbridge Corp.,9.41,19.93,321.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
XRPN,Armada Acquisition Corp. II,10.40,19.91,321.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SAAQ,Space Asset Acquisition Corp.,10.45,19.88,321.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EVOX,Evolution Global Acquisition Corp.,10.03,19.86,320.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SVAC,Spring Valley Acquisition Corp. III,10.45,19.83,320.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TCI,"Transcontinental Realty Investors, Inc.",37.01,19.81,319.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ATOM,"Atomera, Inc.",8.26,19.78,319.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SLP,"Simulations Plus, Inc.",15.88,19.76,319.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PDYN,Palladyne AI Corp.,6.87,19.73,319.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CNXU,"Conexeu Sciences, Inc.",15.24,19.71,318.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PERI,Perion Network Ltd.,7.88,19.68,318.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
POLE,Andretti Acquisition Corp. II,10.74,19.66,316.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GUACU,Berto Acquisition Corp. II,10.05,19.63,316.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TVA,Texas Ventures Acquisition III Corp.,10.52,19.61,315.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
COSO,"CoastalSouth Bancshares, Inc.",25.97,19.58,314.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RILY,"BRC Group Holdings, Inc.",8.47,19.56,314.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ELMD,"Electromed, Inc.",37.69,19.53,314.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CZFS,"Citizens Financial Services, Inc.",65.37,19.51,314.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ONIT,"Onity Group, Inc.",36.83,19.48,313.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RGNX,"REGENXBIO, Inc.",6.08,19.46,313.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALCO,"Alico, Inc.",40.97,19.43,313.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HRZN,Horizon Technology Finance Corp.,4.60,19.41,313.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BGS,"B&G Foods, Inc.",3.90,19.38,311.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
